,Audible Title,Audible Subtitle,Audible Author,Audible Link,Image Link,Audible Category
334,Hymns of the Republic,The Story of the Final Year of the American Civil War,S. C. Gwynne,https://www.audible.com/pd/Hymns-of-the-Republic-Audiobook/1508252556?qid=1631134040&sr=1-18&ref=a_special-p_c3_lProduct_1_18&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51TmSn2DMSL._SL500_.jpg,Nonfiction
335,The Singularity Is Near,When Humans Transcend Biology,Ray Kurzweil,https://www.audible.com/pd/The-Singularity-Is-Near-Audiobook/0593163265?qid=1631134040&sr=1-19&ref=a_special-p_c3_lProduct_1_19&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51Eu8zBfB0L._SL500_.jpg,Nonfiction
336,For the Love of Physics,From the End of the Rainbow to the Edge of Time - A Journey Through the Wonders of Physics,"Walter Lewin, Warren Goldstein",https://www.audible.com/pd/For-the-Love-of-Physics-Audiobook/B005ESYN9M?qid=1631134040&sr=1-20&ref=a_special-p_c3_lProduct_1_20&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51VzFTlVqsL._SL500_.jpg,Nonfiction
337,Prediction Machines,The Simple Economics of Artificial Intelligence,"Ajay Agrawal, Joshua Gans, Avi Goldfarb",https://www.audible.com/pd/Prediction-Machines-Audiobook/B07GDQLGR7?qid=1631134040&sr=1-21&ref=a_special-p_c3_lProduct_1_21&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/41kHE3IPmaL._SL500_.jpg,Nonfiction
338,I Am C-3PO,The Inside Story,"Anthony Daniels, J.J. Abrams",https://www.audible.com/pd/I-Am-C-3PO-Audiobook/B07YSWK5XV?qid=1631134040&sr=1-22&ref=a_special-p_c3_lProduct_1_22&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/5199n-FoqqL._SL500_.jpg,Nonfiction
339,Why Evolution Is True,,Jerry A. Coyne,https://www.audible.com/pd/Why-Evolution-Is-True-Audiobook/B002UZL7V4?qid=1631134040&sr=1-23&ref=a_special-p_c3_lProduct_1_23&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/41HZeO+UCBL._SL500_.jpg,Nonfiction
340,FAKE,"Fake Money, Fake Teachers, Fake Assets: How Lies Are Making the Poor and Middle Class Poorer",Robert T. Kiyosaki,https://www.audible.com/pd/FAKE-Audiobook/1721384316?qid=1631134040&sr=1-24&ref=a_special-p_c3_lProduct_1_24&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/41O9eNMrPQL._SL500_.jpg,Nonfiction
341,Wonderworks,The 25 Most Powerful Inventions in the History of Literature,Angus Fletcher,https://www.audible.com/pd/Wonderworks-Audiobook/1797120182?qid=1631134040&sr=1-25&ref=a_special-p_c3_lProduct_1_25&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/61xd652-12L._SL500_.jpg,Nonfiction
342,The New New Thing,A Silicon Valley Story,Michael Lewis,https://www.audible.com/pd/The-New-New-Thing-Audiobook/B002UZMXFI?qid=1631134040&sr=1-26&ref=a_special-p_c3_lProduct_1_26&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/41gYz97UXNL._SL500_.jpg,Nonfiction
343,Words on the Move,"Why English Won't - and Can't - Sit Still (Like, Literally)",John McWhorter,https://www.audible.com/pd/Words-on-the-Move-Audiobook/B01KILD1IS?qid=1631134040&sr=1-27&ref=a_special-p_c3_lProduct_1_27&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51oAeMc6FsL._SL500_.jpg,Nonfiction
344,A Knock at Midnight,"A Story of Hope, Justice, and Freedom",Brittany K. Barnett,https://www.audible.com/pd/A-Knock-at-Midnight-Audiobook/0593210182?qid=1631134040&sr=1-28&ref=a_special-p_c3_lProduct_1_28&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51abS1+zDvL._SL500_.jpg,Nonfiction
345,Who Ate the First Oyster?,The Extraordinary People Behind the Greatest Firsts in History,Cody Cassidy,https://www.audible.com/pd/Who-Ate-the-First-Oyster-Audiobook/0593168828?qid=1631134040&sr=1-29&ref=a_special-p_c3_lProduct_1_29&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51HM11kZpqL._SL500_.jpg,Nonfiction
346,The Modern Scholar: The Philosophy of Thomas Aquinas,,Prof. Peter Kreeft,https://www.audible.com/pd/The-Modern-Scholar-The-Philosophy-of-Thomas-Aquinas-Audiobook/B002UZHPWY?qid=1631134040&sr=1-30&ref=a_special-p_c3_lProduct_1_30&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51LOGZ7R3-L._SL500_.jpg,Nonfiction
347,The Virtue of Selfishness,,Ayn Rand,https://www.audible.com/pd/The-Virtue-of-Selfishness-Audiobook/B002VA3J2S?qid=1631134040&sr=1-31&ref=a_special-p_c3_lProduct_1_31&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/515AJh3LszL._SL500_.jpg,Nonfiction
348,Betrayal in Berlin,The True Story of the Cold War's Most Audacious Espionage Operation,Steve Vogel,https://www.audible.com/pd/Betrayal-in-Berlin-Audiobook/0062957791?qid=1631134040&sr=1-32&ref=a_special-p_c3_lProduct_1_32&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/515lY09dp+L._SL500_.jpg,Nonfiction
349,The Great Pretender,The Undercover Mission That Changed Our Understanding of Madness,Susannah Cahalan,https://www.audible.com/pd/The-Great-Pretender-Audiobook/1549175297?qid=1631134040&sr=1-33&ref=a_special-p_c3_lProduct_1_33&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/61cM+3ymanL._SL500_.jpg,Nonfiction
350,The Book of Gutsy Women,,"Hillary Rodham Clinton, Chelsea Clinton",https://www.audible.com/pd/The-Book-of-Gutsy-Women-Audiobook/1508299234?qid=1631134040&sr=1-34&ref=a_special-p_c3_lProduct_1_34&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51-NVFe1emL._SL500_.jpg,Nonfiction
351,The Pixar Touch,The Making of a Company,David A. Price,https://www.audible.com/pd/The-Pixar-Touch-Audiobook/B002V8MDWC?qid=1631134040&sr=1-35&ref=a_special-p_c3_lProduct_1_35&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/31Xjj1R+WuL._SL500_.jpg,Nonfiction
352,The Zoologist's Guide to the Galaxy,What Animals on Earth Reveal About Aliens - and Ourselves,Arik Kershenbaum,https://www.audible.com/pd/The-Zoologists-Guide-to-the-Galaxy-Audiobook/0593394380?qid=1631134040&sr=1-36&ref=a_special-p_c3_lProduct_1_36&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51ZUVrELJrL._SL500_.jpg,Nonfiction
353,The World of Critical Role,The History Behind the Epic Fantasy,"Liz Marsham, Cast of Critical Role, Critical Role",https://www.audible.com/pd/The-World-of-Critical-Role-Audiobook/0593293622?qid=1631134040&sr=1-37&ref=a_special-p_c3_lProduct_1_37&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51fGirLoyML._SL500_.jpg,Nonfiction
354,The Unidentified,"Mythical Monsters, Alien Encounters, and Our Obsession with the Unexplained",Colin Dickey,https://www.audible.com/pd/The-Unidentified-Audiobook/0593213092?qid=1631134040&sr=1-38&ref=a_special-p_c3_lProduct_1_38&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51X3VxlPXlL._SL500_.jpg,Nonfiction
355,The Book of Eels,Our Enduring Fascination with the Most Mysterious Creature in the Natural World,Patrik Svensson,https://www.audible.com/pd/The-Book-of-Eels-Audiobook/006296884X?qid=1631134040&sr=1-39&ref=a_special-p_c3_lProduct_1_39&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/61mKvNoqOcL._SL500_.jpg,Nonfiction
356,The Song of the Dodo,Island Biogeography in an Age of Extinctions,David Quammen,https://www.audible.com/pd/The-Song-of-the-Dodo-Audiobook/1508283222?qid=1631134040&sr=1-40&ref=a_special-p_c3_lProduct_1_40&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51W3E5afBAL._SL500_.jpg,Nonfiction
357,Eat Like a Fish,My Adventures as a Fisherman Turned Restorative Ocean Farmer,Bren Smith,https://www.audible.com/pd/Eat-Like-a-Fish-Audiobook/0593103882?qid=1631134040&sr=1-41&ref=a_special-p_c3_lProduct_1_41&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51xNTytDMjL._SL500_.jpg,Nonfiction
358,The Healing Self,A Revolutionary New Plan to Supercharge Your Immunity and Stay Well for Life,"Rudolph E. Tanzi Ph.D., Deepak Chopra",https://www.audible.com/pd/The-Healing-Self-Audiobook/B075DKXS35?qid=1631134040&sr=1-42&ref=a_special-p_c3_lProduct_1_42&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51KAFsL0QhL._SL500_.jpg,Nonfiction
359,Ingredients,The Strange Chemistry of What We Put in Us and on Us,George Zaidan,https://www.audible.com/pd/Ingredients-Audiobook/0593164334?qid=1631134040&sr=1-43&ref=a_special-p_c3_lProduct_1_43&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51rxH4R8WzL._SL500_.jpg,Nonfiction
360,You Look Like a Thing and I Love You,How Artificial Intelligence Works and Why It's Making the World a Weirder Place,Janelle Shane,https://www.audible.com/pd/You-Look-Like-a-Thing-and-I-Love-You-Audiobook/1549171526?qid=1631134040&sr=1-44&ref=a_special-p_c3_lProduct_1_44&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51HBpPZq4JL._SL500_.jpg,Nonfiction
361,Black Hearts,One Platoon's Descent into Madness in Iraq's Triangle of Death,Jim Frederick,https://www.audible.com/pd/Black-Hearts-Audiobook/B00BWVM3AQ?qid=1631134040&sr=1-45&ref=a_special-p_c3_lProduct_1_45&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/515QHxOJLeL._SL500_.jpg,Nonfiction
362,A Game of Birds and Wolves,The Ingenious Young Women Whose Secret Board Game Helped Win World War II,Simon Parkin,https://www.audible.com/pd/A-Game-of-Birds-and-Wolves-Audiobook/1549149652?qid=1631134040&sr=1-46&ref=a_special-p_c3_lProduct_1_46&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51w29SB0UtL._SL500_.jpg,Nonfiction
363,The Great Delusion,Liberal Dreams and International Realities,John J. Mearsheimer,https://www.audible.com/pd/The-Great-Delusion-Audiobook/B07FXT5KMJ?qid=1631134040&sr=1-47&ref=a_special-p_c3_lProduct_1_47&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/41jrEHTiu2L._SL500_.jpg,Nonfiction
364,Country Music,A History,"Dayton Duncan, Ken Burns",https://www.audible.com/pd/Country-Music-Audiobook/052558885X?qid=1631134040&sr=1-48&ref=a_special-p_c3_lProduct_1_48&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51Y7TfU8TrL._SL500_.jpg,Nonfiction
365,The Ghosts of Eden Park,"The Bootleg King, the Women Who Pursued Him, and the Murder That Shocked Jazz-Age America",Karen Abbott,https://www.audible.com/pd/The-Ghosts-of-Eden-Park-Audiobook/0593148010?qid=1631134040&sr=1-49&ref=a_special-p_c3_lProduct_1_49&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51TTAbOy-DL._SL500_.jpg,Nonfiction
366,The Hunt for Vulcan,"…And How Albert Einstein Destroyed a Planet, Discovered Relativity, and Deciphered the Universe",Thomas Levenson,https://www.audible.com/pd/The-Hunt-for-Vulcan-Audiobook/B015P3K8IA?qid=1631134040&sr=1-50&ref=a_special-p_c3_lProduct_1_50&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51DjnQqKp0L._SL500_.jpg,Nonfiction
367,Havana Nocturne,How the Mob Owned Cuba...and Then Lost It to the Revolution,T. J. English,https://www.audible.com/pd/Havana-Nocturne-Audiobook/B002V0PNM2?qid=1631134051&sr=1-51&ref=a_special-p_c3_lProduct_2_1&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CC6J82CDVNGWEBGTHT7F,https://m.media-amazon.com/images/I/61c+gP8OC1L._SL500_.jpg,Nonfiction
368,A Colony in a Nation,,Chris Hayes,https://www.audible.com/pd/A-Colony-in-a-Nation-Audiobook/B01N5W5FOC?qid=1631134051&sr=1-52&ref=a_special-p_c3_lProduct_2_2&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CC6J82CDVNGWEBGTHT7F,https://m.media-amazon.com/images/I/41qbxu6I5DL._SL500_.jpg,Nonfiction
369,The Inner Life of Cats,The Science and Secrets of Our Mysterious Feline Companions,Thomas McNamee,https://www.audible.com/pd/The-Inner-Life-of-Cats-Audiobook/B06XJCH8N1?qid=1631134051&sr=1-53&ref=a_special-p_c3_lProduct_2_3&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CC6J82CDVNGWEBGTHT7F,https://m.media-amazon.com/images/I/51Hm3+q62NL._SL500_.jpg,Nonfiction
370,Stranger in the Shogun's City,A Japanese Woman and Her World,Amy Stanley,https://www.audible.com/pd/Stranger-in-the-Shoguns-City-Audiobook/1797107178?qid=1631134051&sr=1-54&ref=a_special-p_c3_lProduct_2_4&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CC6J82CDVNGWEBGTHT7F,https://m.media-amazon.com/images/I/51g6n4pUp4L._SL500_.jpg,Nonfiction
371,We Have Been Harmonized,Life in China's Surveillance State,Kai Strittmatter,https://www.audible.com/pd/We-Have-Been-Harmonized-Audiobook/0063027321?qid=1631134051&sr=1-55&ref=a_special-p_c3_lProduct_2_5&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CC6J82CDVNGWEBGTHT7F,https://m.media-amazon.com/images/I/61A2cTKwqML._SL500_.jpg,Nonfiction
372,Great Goddesses,Life Lessons from Myths and Monsters,Nikita Gill,https://www.audible.com/pd/Great-Goddesses-Audiobook/0593165926?qid=1631134051&sr=1-56&ref=a_special-p_c3_lProduct_2_6&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CC6J82CDVNGWEBGTHT7F,https://m.media-amazon.com/images/I/51Lx2n1pEiL._SL500_.jpg,Nonfiction
373,"Big Sister, Little Sister, Red Sister",Three Women at the Heart of Twentieth-Century China,Jung Chang,https://www.audible.com/pd/Big-Sister-Little-Sister-Red-Sister-Audiobook/0593154916?qid=1631134051&sr=1-57&ref=a_special-p_c3_lProduct_2_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CC6J82CDVNGWEBGTHT7F,https://m.media-amazon.com/images/I/61dqa83twrL._SL500_.jpg,Nonfiction
374,Bubble in the Sun,The Florida Boom of the 1920s and How It Brought on the Great Depression,Christopher Knowlton,https://www.audible.com/pd/Bubble-in-the-Sun-Audiobook/179710490X?qid=1631134051&sr=1-58&ref=a_special-p_c3_lProduct_2_8&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CC6J82CDVNGWEBGTHT7F,https://m.media-amazon.com/images/I/51fu26k8ZiL._SL500_.jpg,Nonfiction
375,Oceanology,The Secrets of the Sea Revealed,DK,https://www.audible.com/pd/Oceanology-Audiobook/0744031583?qid=1631134051&sr=1-59&ref=a_special-p_c3_lProduct_2_9&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CC6J82CDVNGWEBGTHT7F,https://m.media-amazon.com/images/I/51bzKi10gEL._SL500_.jpg,Nonfiction
376,ISIS,Inside the Army of Terror,"Michael Weiss, Hassan Hassan",https://www.audible.com/pd/ISIS-Audiobook/B010VXSJU8?qid=1631134051&sr=1-61&ref=a_special-p_c3_lProduct_2_11&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CC6J82CDVNGWEBGTHT7F,https://m.media-amazon.com/images/I/51beUNIm9TL._SL500_.jpg,Nonfiction
377,Win at All Costs,Inside Nike Running and Its Culture of Deception,Matt Hart,https://www.audible.com/pd/Win-at-All-Costs-Audiobook/0063005352?qid=1631134051&sr=1-62&ref=a_special-p_c3_lProduct_2_12&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CC6J82CDVNGWEBGTHT7F,https://m.media-amazon.com/images/I/51ldTj5Q+pL._SL500_.jpg,Nonfiction
378,The Buried,An Archaeology of the Egyptian Revolution,Peter Hessler,https://www.audible.com/pd/The-Buried-Audiobook/0525638911?qid=1631134051&sr=1-63&ref=a_special-p_c3_lProduct_2_13&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CC6J82CDVNGWEBGTHT7F,https://m.media-amazon.com/images/I/51HnkjQdtmL._SL500_.jpg,Nonfiction
379,The Ice at the End of the World,An Epic Journey into Greenland's Buried Past and Our Perilous Future,Jon Gertner,https://www.audible.com/pd/The-Ice-at-the-End-of-the-World-Audiobook/1984885073?qid=1631134051&sr=1-64&ref=a_special-p_c3_lProduct_2_14&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CC6J82CDVNGWEBGTHT7F,https://m.media-amazon.com/images/I/41fOKXSIrWL._SL500_.jpg,Nonfiction
380,The Making of a Miracle,The Untold Story of the Captain of the 1980 Gold Medal-Winning U.S. Olympic Hockey Team,"Mike Eruzione, Neal Boudette",https://www.audible.com/pd/The-Making-of-a-Miracle-Audiobook/0062960989?qid=1631134051&sr=1-65&ref=a_special-p_c3_lProduct_2_15&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CC6J82CDVNGWEBGTHT7F,https://m.media-amazon.com/images/I/51P+Jx1VP9L._SL500_.jpg,Nonfiction
381,Swing Kings,The Inside Story of Baseball's Home Run Revolution,Jared Diamond,https://www.audible.com/pd/Swing-Kings-Audiobook/0062989057?qid=1631134051&sr=1-66&ref=a_special-p_c3_lProduct_2_16&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CC6J82CDVNGWEBGTHT7F,https://m.media-amazon.com/images/I/51qhgbX+phL._SL500_.jpg,Nonfiction
382,How to Think Like a Fish,And Other Lessons from a Lifetime in Angling,Jeremy Wade,https://www.audible.com/pd/How-to-Think-Like-a-Fish-Audiobook/1549122630?qid=1631134051&sr=1-67&ref=a_special-p_c3_lProduct_2_17&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CC6J82CDVNGWEBGTHT7F,https://m.media-amazon.com/images/I/410rmJGnN0L._SL500_.jpg,Nonfiction
383,The Sirens of Mars,Searching for Life on Another World,Sarah Stewart Johnson,https://www.audible.com/pd/The-Sirens-of-Mars-Audiobook/059321028X?qid=1631134051&sr=1-68&ref=a_special-p_c3_lProduct_2_18&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CC6J82CDVNGWEBGTHT7F,https://m.media-amazon.com/images/I/61AvoRVf6XL._SL500_.jpg,Nonfiction
384,The Girls,"An All-American Town, a Predatory Doctor, and the Untold Story of the Gymnasts Who Brought Him Down",Abigail Pesta,https://www.audible.com/pd/The-Girls-Audiobook/1549149490?qid=1631134051&sr=1-69&ref=a_special-p_c3_lProduct_2_19&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CC6J82CDVNGWEBGTHT7F,https://m.media-amazon.com/images/I/5168DHy0uhL._SL500_.jpg,Nonfiction
385,One Day,The Extraordinary Story of an Ordinary 24 Hours in America,Gene Weingarten,https://www.audible.com/pd/One-Day-Audiobook/0593146743?qid=1631134051&sr=1-70&ref=a_special-p_c3_lProduct_2_20&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CC6J82CDVNGWEBGTHT7F,https://m.media-amazon.com/images/I/51R3bmLoLdL._SL500_.jpg,Nonfiction
386,Two Truths and a Lie,"A Murder, a Private Investigator, and Her Search for Justice",Ellen McGarrahan,https://www.audible.com/pd/Two-Truths-and-a-Lie-Audiobook/0525495339?qid=1631134051&sr=1-71&ref=a_special-p_c3_lProduct_2_21&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CC6J82CDVNGWEBGTHT7F,https://m.media-amazon.com/images/I/51CnyLUPH3L._SL500_.jpg,Nonfiction
387,"Doctor Dolittle: The Complete Collection, Vol. 1",The Voyages of Doctor Dolittle; The Story of Doctor Dolittle; Doctor Dolittle's Post Office,Hugh Lofting,https://www.audible.com/pd/Doctor-Dolittle-The-Complete-Collection-Vol-1-Audiobook/1797101439?qid=1631134071&sr=1-2&ref=a_special-p_c3_lProduct_1_2&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=Z6Q29469EXNV419RG2WK,https://m.media-amazon.com/images/I/51nhVL+AV4L._SL500_.jpg,Kids & Teen
388,The BFG,,Roald Dahl,https://www.audible.com/pd/The-BFG-Audiobook/B00DJAKXQO?qid=1631134071&sr=1-3&ref=a_special-p_c3_lProduct_1_3&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=Z6Q29469EXNV419RG2WK,https://m.media-amazon.com/images/I/515MK6NCqOL._SL500_.jpg,Kids & Teen
389,The Merchant of Death,"Pendragon, Book 1",D. J. MacHale,https://www.audible.com/pd/The-Merchant-of-Death-Audiobook/B002VA9KGW?qid=1631134071&sr=1-10&ref=a_special-p_c3_lProduct_1_10&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=Z6Q29469EXNV419RG2WK,https://m.media-amazon.com/images/I/51fRfpkOZEL._SL500_.jpg,Kids & Teen
390,Isle of the Lost,A Descendants Prequel,Melissa De La Cruz,https://www.audible.com/pd/Isle-of-the-Lost-Audiobook/B00US2Q7UW?qid=1631134071&sr=1-12&ref=a_special-p_c3_lProduct_1_12&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=Z6Q29469EXNV419RG2WK,https://m.media-amazon.com/images/I/51rPh525JML._SL500_.jpg,Kids & Teen
391,The Idiot [Blackstone],,Fyodor Dostoevsky,https://www.audible.com/pd/The-Idiot-Blackstone-Audiobook/B002V8MDH2?qid=1631134071&sr=1-14&ref=a_special-p_c3_lProduct_1_14&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=Z6Q29469EXNV419RG2WK,https://m.media-amazon.com/images/I/41XO98tJ7HL._SL500_.jpg,Kids & Teen
392,Book Scavenger,,Jennifer Chambliss Bertman,https://www.audible.com/pd/Book-Scavenger-Audiobook/B017O5LHAK?qid=1631134071&sr=1-16&ref=a_special-p_c3_lProduct_1_16&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=Z6Q29469EXNV419RG2WK,https://m.media-amazon.com/images/I/51CpZTheVnL._SL500_.jpg,Kids & Teen
393,Finding Dory,,Disney Press,https://www.audible.com/pd/Finding-Dory-Audiobook/B01GF3T1T6?qid=1631134071&sr=1-17&ref=a_special-p_c3_lProduct_1_17&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=Z6Q29469EXNV419RG2WK,https://m.media-amazon.com/images/I/51zU+LVURRL._SL500_.jpg,Kids & Teen
394,Beauty and the Beast,,"Elizabeth Rudnick, Disney Press",https://www.audible.com/pd/Beauty-and-the-Beast-Audiobook/B06VVWRMMF?qid=1631134071&sr=1-21&ref=a_special-p_c3_lProduct_1_21&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=Z6Q29469EXNV419RG2WK,https://m.media-amazon.com/images/I/61yh4uuPVQL._SL500_.jpg,Kids & Teen
395,The Magic Misfits: The Fourth Suit,,Neil Patrick Harris,https://www.audible.com/pd/The-Magic-Misfits-The-Fourth-Suit-Audiobook/1549129090?qid=1631134071&sr=1-24&ref=a_special-p_c3_lProduct_1_24&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=Z6Q29469EXNV419RG2WK,https://m.media-amazon.com/images/I/61mJnYqzlsL._SL500_.jpg,Kids & Teen
396,The Idiot [Blackstone],,Fyodor Dostoevsky,https://www.audible.com/pd/The-Idiot-Blackstone-Audiobook/B002V8MDH2?qid=1631134080&sr=1-14&ref=a_special-p_c3_lProduct_1_14&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=CAEXGA288X9XH5JFNBS2,https://m.media-amazon.com/images/I/41XO98tJ7HL._SL500_.jpg,Kids & Teen
